subject_id,year_in_study,record_date,activity_level,walk_frequency,walk_duration,walk_pace,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,walk_without_leash,aerobic_duration,aerobic_pace,aerobic_frequency,fetch_games_frequency
grls26PDUYQQ,1,2015-08,Moderate,Once/day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grls26PDUYQQ,2,2016-07,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Frequently
grls27Q2M9II,0,2013-03,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grls27Q2M9II,1,2015-01,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grls27Z1P2NN,0,2015-01,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls27Z1P2NN,1,2016-01,Very active,Once or twice/week,Greater than 60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls27Z1P2NN,2,2017-01,Moderate,Less than once/week,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grls2850N5JJ,0,2012-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grls2850N5JJ,1,2014-02,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grls2850N5JJ,2,2015-01,Moderate,Once or twice/week,30-60 minutes,Average,0,0,1,,0,,,,Frequently
grls297D39BB,0,2014-04,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Less than once/week,Frequently
grls297D39BB,1,2015-05,Very active,More than once a day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls297D39BB,2,2016-06,Moderate,More than once a day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grls29HWHH77,0,2013-03,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls29HWHH77,1,2014-04,Very active,Less than once/month,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls29HWHH77,2,2015-04,Very active,Once/day,10-30 minutes,Average,1,1,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls2AHBWF,0,2013-02,Moderate,Once/day,10-30 minutes,Average,0,1,1,,0,,,,Never
grls2AHBWF,1,2014-01,Moderate,More than once a day,30-60 minutes,Average,1,1,1,,0,,,,Frequently
grls2AHBWF,2,2015-01,Moderate,More than once a day,Greater than 60 minutes,Average,0,1,0,,0,,,,Occasionally
grls2BBFC88,0,2012-10,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2BBFC88,1,2014-04,Moderate,More than once a day,Less than 10 minutes,Average,1,1,0,,0,,,,Frequently
grls2BBFC88,2,2015-06,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grls2BX4WH88,0,2014-03,Very active,Once or twice/week,Greater than 60 minutes,Brisk,0,1,1,,0,,,,Frequently
grls2BX4WH88,1,2015-06,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls2BX4WH88,2,2016-07,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,1,,0,,,,Frequently
grls2C2PTLPP,0,2014-10,Very active,Once/day,30-60 minutes,Average,0,0,1,,0,,,,Frequently
grls2C2PTLPP,1,2015-09,Very active,Once or twice/week,10-30 minutes,Brisk,0,0,1,,0,,,,Frequently
grls2C2PTLPP,2,2016-11,Very active,Once or twice/week,30-60 minutes,Average,0,0,1,,0,,,,Frequently
grls2C3B7A99,0,2013-05,Very active,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Occasionally
grls2C3B7A99,1,2014-06,Very active,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Frequently
grls2C3B7A99,2,2015-06,Moderate,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Frequently
grls2D262CUU,0,2014-06,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grls2D262CUU,1,2015-06,Very active,Once/day,Greater than 60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2D262CUU,2,2016-06,Moderate,Once/day,Greater than 60 minutes,Average,0,1,0,,0,,,,Occasionally
grls2D58M5PP,0,2014-02,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grls2D58M5PP,1,2015-02,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grls2D58M5PP,2,2016-03,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grls2DCZV5HH,0,2013-06,Very active,Once or twice/week,Greater than 60 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2DOJIG44,0,2013-08,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2DOJIG44,1,2014-06,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls2DOJIG44,2,2015-09,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls2DSSXN44,0,2014-04,Moderate,Once/day,30-60 minutes,Jog,1,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grls2DSSXN44,1,2015-04,Very active,Once/day,30-60 minutes,Jog,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls2DSSXN44,2,2016-05,Moderate,Once/day,30-60 minutes,Jog,0,1,0,,0,,,,Occasionally
grls2E2MQW66,0,2013-02,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Less than once/month,Occasionally
grls2E2MQW66,1,2014-02,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grls2E2MQW66,2,2015-03,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grls2F3D2D00,0,2012-11,Moderate,More than once a day,10-30 minutes,Brisk,0,1,1,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls2F3D2D00,1,2013-10,Moderate,More than once a day,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2F3D2D00,2,2015-01,Moderate,Once/day,10-30 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls2G0V1FEE,0,2014-11,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2G0V1FEE,1,2015-12,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls2G0V1FEE,2,2016-12,Moderate,Less than once/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grls2G4XIHWW,0,2014-06,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2GO1GZOO,0,2014-09,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grls2GO1GZOO,1,2015-10,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Frequently
grls2GO1GZOO,2,2016-10,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grls2GP8NDYY,0,2014-01,Very active,More than once a day,30-60 minutes,Brisk,0,0,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grls2GP8NDYY,1,2015-07,Very active,More than once a day,30-60 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grls2GP8NDYY,2,2016-06,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls2GVZEY99,0,2014-10,Very active,More than once a day,10-30 minutes,Average,0,1,0,,1,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grls2GVZEY99,1,2015-10,Moderate,More than once a day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grls2GVZEY99,2,2016-10,Moderate,More than once a day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Never
grls2GWGQGHH,0,2013-05,Very active,Less than once/week,10-30 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls2GWGQGHH,1,2014-06,Very active,Less than once/month,10-30 minutes,Brisk,0,1,1,when out in public,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls2GWGQGHH,2,2015-11,Very active,Less than once/month,Less than 10 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2H94VG00,0,2013-01,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls2H94VG00,1,2014-02,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls2H94VG00,2,2015-02,Moderate,Once/day,30-60 minutes,Average,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grls2HIP6FCC,0,2014-08,Moderate,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls2HIP6FCC,1,2015-08,Very active,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Frequently
grls2HIP6FCC,2,2016-08,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Frequently
grls2IHZPQSS,0,2014-04,Moderate,Once/day,30-60 minutes,Average,0,1,1,,0,,,,Occasionally
grls2IHZPQSS,1,2015-05,Moderate,Once/day,30-60 minutes,Average,0,1,1,,0,,,,Frequently
grls2IHZPQSS,2,2016-05,Little,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls2IKW1P88,0,2013-11,Moderate,Once/day,30-60 minutes,Average,1,1,0,,0,,,,Frequently
grls2IKW1P88,1,2014-11,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2IKW1P88,2,2015-12,Moderate,Once/day,10-30 minutes,Brisk,1,1,0,,0,,,,Frequently
grls2IS89WTT,0,2015-01,Moderate,More than once a day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2IYOWC33,0,2014-12,Very active,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Occasionally
grls2IYOWC33,1,2015-12,Very active,More than once a day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2IYOWC33,2,2016-12,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls2J2QFTTT,0,2013-10,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grls2J2QFTTT,1,2015-02,Moderate,Once or twice/week,30-60 minutes,Brisk,1,1,0,,0,,,,Occasionally
grls2J2QFTTT,2,2016-03,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grls2J70PRFF,0,2014-06,Moderate,Once or twice/week,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2J70PRFF,1,2015-07,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grls2J70PRFF,2,2016-07,Moderate,Less than once/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grls2JD757FF,0,2014-04,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grls2JD757FF,2,2016-10,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grls2JIWZ3TT,0,2013-12,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Occasionally
grls2JIWZ3TT,1,2014-12,Very active,Never,,,0,0,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grls2JIWZ3TT,2,2015-12,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grls2KHB6NCC,0,2015-01,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grls2KHB6NCC,1,2016-02,Very active,More than once a day,10-30 minutes,Jog,1,1,0,,0,,,,Occasionally
grls2KHB6NCC,2,2017-03,Very active,More than once a day,10-30 minutes,Jog,0,1,0,,0,,,,Occasionally
grls2KOUK9KK,0,2014-07,Moderate,Once/day,10-30 minutes,Average,0,0,1,,0,,,,Occasionally
grls2KOUK9KK,1,2015-06,Moderate,Once/day,10-30 minutes,Average,1,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls2KOUK9KK,2,2016-07,Moderate,Once or twice/week,10-30 minutes,Average,1,0,0,,0,,,,Frequently
grls2KYD04OO,0,2012-12,Very active,Less than once/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grls2KYD04OO,2,2015-08,Moderate,Less than once/week,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grls2MCK5SAA,0,2014-10,Very active,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grls2MCK5SAA,1,2016-02,Very active,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grls2ME5U9UU,0,2014-06,Moderate,More than once a day,30-60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2ME5U9UU,1,2015-07,Moderate,Once/day,Greater than 60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2MEMVE22,0,2015-01,Very active,More than once a day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls2MEMVE22,1,2016-01,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls2MEMVE22,2,2017-01,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2MFWROCC,0,2013-02,Moderate,Once/day,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grls2MFWROCC,1,2013-12,Moderate,Once/day,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grls2MFWROCC,2,2015-01,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2MQWMVHH,0,2014-12,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2MQWMVHH,1,2015-12,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2MQWMVHH,2,2017-01,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2O5XL9PP,0,2013-04,Very active,Once/day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2O5XL9PP,1,2014-03,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grls2O5XL9PP,2,2015-05,Very active,Less than once/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2PGPY0RR,0,2014-07,Moderate,More than once a day,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls2PGPY0RR,1,2015-07,Very active,More than once a day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grls2PGPY0RR,2,2016-07,Very active,Once or twice/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grls2PHOS9FF,0,2014-03,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grls2PHOS9FF,1,2015-03,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2PHOS9FF,2,2016-03,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grls2Q0TI7EE,0,2012-12,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,1,,0,,,,Occasionally
grls2Q0TI7EE,1,2014-04,Moderate,Once/day,Less than 10 minutes,Average,1,0,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grls2Q0TI7EE,2,2015-06,Moderate,Once/day,10-30 minutes,Average,0,1,1,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grls2Q386M99,0,2013-01,Moderate,More than once a day,Greater than 60 minutes,Average,1,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grls2Q386M99,1,2014-06,Very active,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Frequently
